,,validdate,t_2m:C,relative_humidity_2m:p,uv:idx,precip_1h:mm
Macapá,67,2020-03-08T00:00:00Z,24.4,99.7,0,1.23
Macapá,68,2020-03-09T00:00:00Z,26.1,78.1,0,0.0
Macapá,69,2020-03-10T00:00:00Z,24.1,95.3,0,0.0
Macapá,70,2020-03-11T00:00:00Z,24.1,98.9,0,0.1
Macapá,71,2020-03-12T00:00:00Z,24.2,99.9,0,2.36
Macapá,72,2020-03-13T00:00:00Z,24.3,92.6,0,0.0
Macapá,73,2020-03-14T00:00:00Z,24.2,94.7,0,0.1
Macapá,74,2020-03-15T00:00:00Z,24.5,96.9,0,0.01
Macapá,75,2020-03-16T00:00:00Z,23.5,99.9,0,0.65
Macapá,76,2020-03-17T00:00:00Z,24.7,94.5,0,0.28
Macapá,77,2020-03-18T00:00:00Z,25.0,93.1,0,0.0
Macapá,78,2020-03-19T00:00:00Z,24.1,99.2,0,1.66
Macapá,79,2020-03-20T00:00:00Z,24.0,97.7,0,0.02
Macapá,80,2020-03-21T00:00:00Z,23.0,87.6,0,0.03
Macapá,81,2020-03-22T00:00:00Z,23.9,97.6,0,0.01
Macapá,82,2020-03-23T00:00:00Z,25.5,87.9,0,0.0
Macapá,83,2020-03-24T00:00:00Z,24.6,94.7,0,0.01
Macapá,84,2020-03-25T00:00:00Z,24.5,97.5,0,0.0
Macapá,85,2020-03-26T00:00:00Z,25.9,87.8,0,0.0
Macapá,86,2020-03-27T00:00:00Z,26.1,82.7,0,0.0
Macapá,87,2020-03-28T00:00:00Z,24.9,95.4,0,0.0
Macapá,88,2020-03-29T00:00:00Z,25.6,89.9,0,0.23
Macapá,89,2020-03-30T00:00:00Z,25.5,92.5,0,0.09
Macapá,90,2020-03-31T00:00:00Z,25.6,93.2,0,0.0
Macapá,91,2020-04-01T00:00:00Z,26.1,87.9,0,0.0
Macapá,92,2020-04-02T00:00:00Z,25.5,91.5,0,0.01
Macapá,93,2020-04-03T00:00:00Z,25.3,95.8,0,0.07
Macapá,94,2020-04-04T00:00:00Z,24.2,99.9,0,0.57
Macapá,95,2020-04-05T00:00:00Z,25.3,94.5,0,0.46
Macapá,96,2020-04-06T00:00:00Z,26.2,89.9,0,0.0
Macapá,97,2020-04-07T00:00:00Z,26.3,90.2,0,0.03
Macapá,98,2020-04-08T00:00:00Z,24.5,100.0,0,0.47
Macapá,99,2020-04-09T00:00:00Z,24.7,100.0,0,0.32
Macapá,100,2020-04-10T00:00:00Z,26.1,90.2,0,0.02
Macapá,101,2020-04-11T00:00:00Z,24.4,98.8,0,0.11
Macapá,102,2020-04-12T00:00:00Z,24.1,98.7,0,0.14
Macapá,103,2020-04-13T00:00:00Z,23.7,100.0,0,0.8
Macapá,104,2020-04-14T00:00:00Z,23.8,98.7,0,1.19
Macapá,105,2020-04-15T00:00:00Z,23.9,88.2,0,0.76
Macapá,106,2020-04-16T00:00:00Z,24.8,91.9,0,0.0
Macapá,107,2020-04-17T00:00:00Z,23.7,100.0,0,0.36
Macapá,108,2020-04-18T00:00:00Z,24.4,97.9,0,0.08
Macapá,109,2020-04-19T00:00:00Z,26.2,85.8,0,0.0
Macapá,110,2020-04-20T00:00:00Z,24.4,100.0,0,1.61
Macapá,111,2020-04-21T00:00:00Z,23.8,100.0,0,0.95
Macapá,112,2020-04-22T00:00:00Z,25.3,91.5,0,0.0
Macapá,113,2020-04-23T00:00:00Z,24.3,97.2,0,0.06
Macapá,114,2020-04-24T00:00:00Z,24.7,92.6,0,0.0
Macapá,115,2020-04-25T00:00:00Z,24.1,95.2,0,0.0
Macapá,116,2020-04-26T00:00:00Z,25.9,85.8,0,0.0
Macapá,117,2020-04-27T00:00:00Z,24.1,99.9,0,0.34
Macapá,118,2020-04-28T00:00:00Z,24.8,96.9,0,0.02
Macapá,119,2020-04-29T00:00:00Z,24.1,99.9,0,0.77
Macapá,120,2020-04-30T00:00:00Z,23.6,99.9,0,0.91
Macapá,121,2020-05-01T00:00:00Z,25.2,95.6,0,0.25
Macapá,122,2020-05-02T00:00:00Z,24.4,95.4,0,1.42
Macapá,123,2020-05-03T00:00:00Z,25.3,94.3,0,0.01
Macapá,124,2020-05-04T00:00:00Z,24.9,96.0,0,0.06
Macapá,125,2020-05-05T00:00:00Z,25.0,94.6,0,0.92
Macapá,126,2020-05-06T00:00:00Z,24.7,99.0,0,0.23
Macapá,127,2020-05-07T00:00:00Z,25.6,91.3,0,0.3
Macapá,128,2020-05-08T00:00:00Z,24.8,97.3,0,0.01
Macapá,129,2020-05-09T00:00:00Z,26.0,86.3,0,0.0
Macapá,130,2020-05-10T00:00:00Z,24.4,99.7,0,0.47
Macapá,131,2020-05-11T00:00:00Z,25.5,91.2,0,0.0
Macapá,132,2020-05-12T00:00:00Z,25.4,92.6,0,0.01
Macapá,133,2020-05-13T00:00:00Z,25.5,92.7,0,0.25
Macapá,134,2020-05-14T00:00:00Z,25.1,95.1,0,0.0
Macapá,135,2020-05-15T00:00:00Z,24.6,98.3,0,0.0
Macapá,136,2020-05-16T00:00:00Z,25.7,91.4,0,0.0
Macapá,137,2020-05-17T00:00:00Z,24.7,95.8,0,0.0
Macapá,138,2020-05-18T00:00:00Z,24.6,97.1,0,0.03
Macapá,139,2020-05-19T00:00:00Z,25.8,91.0,0,0.07
Macapá,140,2020-05-20T00:00:00Z,26.1,90.3,0,0.0
Macapá,141,2020-05-21T00:00:00Z,25.3,93.9,0,0.03
Macapá,142,2020-05-22T00:00:00Z,25.1,94.2,0,0.0
Macapá,143,2020-05-23T00:00:00Z,25.8,89.9,0,0.01
Macapá,144,2020-05-24T00:00:00Z,25.0,96.2,0,0.02
Macapá,145,2020-05-25T00:00:00Z,26.0,81.0,0,0.0
Macapá,146,2020-05-26T00:00:00Z,25.5,79.9,0,0.0
Macapá,147,2020-05-27T00:00:00Z,25.8,89.7,0,0.09
Macapá,148,2020-05-28T00:00:00Z,26.3,85.2,0,0.05
Macapá,149,2020-05-29T00:00:00Z,26.1,87.2,0,0.02
Macapá,150,2020-05-30T00:00:00Z,26.1,87.0,0,0.11
Macapá,151,2020-05-31T00:00:00Z,24.5,96.2,0,0.09
Manaus,0,2020-01-01T00:00:00Z,-1.1,66.3,0,0.0
Manaus,1,2020-01-02T00:00:00Z,-0.8,77.1,0,0.02
Manaus,2,2020-01-03T00:00:00Z,-1.2,78.0,0,0.04
Manaus,3,2020-01-04T00:00:00Z,-1.1,86.2,0,0.12
Manaus,4,2020-01-05T00:00:00Z,-0.4,90.5,0,0.05
Manaus,5,2020-01-06T00:00:00Z,-0.6,85.4,0,0.06
Manaus,6,2020-01-07T00:00:00Z,-0.3,81.5,0,0.01
Manaus,7,2020-01-08T00:00:00Z,-0.4,88.9,0,0.1
Manaus,8,2020-01-09T00:00:00Z,-0.4,88.1,0,0.08
Manaus,9,2020-01-10T00:00:00Z,-0.2,87.9,0,0.02
Manaus,10,2020-01-11T00:00:00Z,-0.9,73.5,0,0.0
Manaus,11,2020-01-12T00:00:00Z,0.0,90.8,0,0.06
Manaus,12,2020-01-13T00:00:00Z,-0.3,90.7,0,0.17
Manaus,13,2020-01-14T00:00:00Z,-0.4,84.7,0,0.06
Manaus,14,2020-01-15T00:00:00Z,-0.0,82.1,0,0.02
Manaus,15,2020-01-16T00:00:00Z,0.6,93.1,0,0.03
Manaus,16,2020-01-17T00:00:00Z,0.4,90.9,0,0.0
Manaus,17,2020-01-18T00:00:00Z,2.5,95.7,0,0.3
Manaus,18,2020-01-19T00:00:00Z,2.5,90.7,0,0.01
Manaus,19,2020-01-20T00:00:00Z,0.8,91.0,0,0.0
Manaus,20,2020-01-21T00:00:00Z,1.3,93.0,0,0.06
Manaus,21,2020-01-22T00:00:00Z,0.9,96.5,0,0.18
Manaus,22,2020-01-23T00:00:00Z,0.8,96.3,0,0.3
Manaus,23,2020-01-24T00:00:00Z,0.7,96.0,0,0.05
Manaus,24,2020-01-25T00:00:00Z,0.8,93.1,0,0.01
Manaus,25,2020-01-26T00:00:00Z,0.1,91.6,0,0.01
Manaus,26,2020-01-27T00:00:00Z,0.4,88.6,0,0.02
Manaus,27,2020-01-28T00:00:00Z,0.3,85.2,0,0.08
Manaus,28,2020-01-29T00:00:00Z,0.1,91.2,0,0.0
Manaus,29,2020-01-30T00:00:00Z,-0.2,89.0,0,0.13
Manaus,30,2020-01-31T00:00:00Z,-0.1,85.0,0,0.1
Manaus,31,2020-02-01T00:00:00Z,-0.5,80.2,0,0.02
Manaus,32,2020-02-02T00:00:00Z,1.1,88.6,0,0.01
Manaus,33,2020-02-03T00:00:00Z,0.7,83.5,0,0.05
Manaus,34,2020-02-04T00:00:00Z,0.9,71.8,0,0.01
Manaus,35,2020-02-05T00:00:00Z,0.7,96.9,0,0.19
Manaus,36,2020-02-06T00:00:00Z,0.6,98.1,0,0.19
Manaus,37,2020-02-07T00:00:00Z,0.4,86.8,0,0.02
Manaus,38,2020-02-08T00:00:00Z,0.7,86.0,0,0.0
Manaus,39,2020-02-09T00:00:00Z,0.5,88.7,0,0.04
Manaus,40,2020-02-10T00:00:00Z,0.6,85.6,0,0.04
Manaus,41,2020-02-11T00:00:00Z,0.9,93.7,0,0.08
Manaus,42,2020-02-12T00:00:00Z,0.9,90.6,0,0.02
Manaus,43,2020-02-13T00:00:00Z,0.3,65.9,0,0.03
Manaus,44,2020-02-14T00:00:00Z,1.0,93.0,0,0.53
Manaus,45,2020-02-15T00:00:00Z,1.5,89.8,0,0.04
Manaus,46,2020-02-16T00:00:00Z,0.7,88.3,0,0.06
Manaus,47,2020-02-17T00:00:00Z,1.1,85.8,0,0.01
Manaus,48,2020-02-18T00:00:00Z,1.1,97.5,0,0.13
Manaus,49,2020-02-19T00:00:00Z,1.1,96.0,0,0.26
Manaus,50,2020-02-20T00:00:00Z,0.2,68.8,0,0.0
Manaus,51,2020-02-21T00:00:00Z,0.2,72.6,0,0.03
Manaus,52,2020-02-22T00:00:00Z,0.7,75.9,0,0.02
Manaus,53,2020-02-23T00:00:00Z,0.8,89.5,0,0.13
Manaus,54,2020-02-24T00:00:00Z,0.7,86.0,0,0.09
Manaus,55,2020-02-25T00:00:00Z,0.6,75.0,0,0.1
Manaus,56,2020-02-26T00:00:00Z,0.5,76.5,0,0.08
Manaus,57,2020-02-27T00:00:00Z,0.9,91.7,0,1.06
Manaus,58,2020-02-28T00:00:00Z,2.9,93.8,0,0.01
Manaus,59,2020-02-29T00:00:00Z,2.0,92.9,0,0.09
Manaus,60,2020-03-01T00:00:00Z,0.8,97.6,0,0.39
Manaus,61,2020-03-02T00:00:00Z,0.8,78.4,0,0.17
Manaus,62,2020-03-03T00:00:00Z,0.9,79.5,0,0.03
Manaus,63,2020-03-04T00:00:00Z,0.7,73.8,0,0.01
Manaus,64,2020-03-05T00:00:00Z,0.3,83.0,0,0.05
Manaus,65,2020-03-06T00:00:00Z,0.2,81.3,0,0.09
Manaus,66,2020-03-07T00:00:00Z,-0.3,66.8,0,0.0
Manaus,67,2020-03-08T00:00:00Z,0.6,99.3,0,0.06
Manaus,68,2020-03-09T00:00:00Z,-0.3,68.3,0,0.0
Manaus,69,2020-03-10T00:00:00Z,0.5,57.6,0,0.0
Manaus,70,2020-03-11T00:00:00Z,2.0,94.8,0,0.29
Manaus,71,2020-03-12T00:00:00Z,-0.1,63.2,0,0.02
Manaus,72,2020-03-13T00:00:00Z,-1.2,79.7,0,0.04
Manaus,73,2020-03-14T00:00:00Z,0.7,84.6,0,0.04
Manaus,74,2020-03-15T00:00:00Z,1.1,85.8,0,0.01
Manaus,75,2020-03-16T00:00:00Z,0.4,83.2,0,0.04
Manaus,76,2020-03-17T00:00:00Z,0.1,83.6,0,0.01
Manaus,77,2020-03-18T00:00:00Z,-0.2,91.7,0,0.24
Manaus,78,2020-03-19T00:00:00Z,0.2,84.5,0,0.03
Manaus,79,2020-03-20T00:00:00Z,-0.1,77.0,0,0.07
Manaus,80,2020-03-21T00:00:00Z,0.5,74.0,0,0.0
Manaus,81,2020-03-22T00:00:00Z,0.1,68.5,0,0.0
Manaus,82,2020-03-23T00:00:00Z,1.4,89.4,0,0.01
Manaus,83,2020-03-24T00:00:00Z,0.8,88.4,0,0.01
Manaus,84,2020-03-25T00:00:00Z,-0.5,58.6,0,0.01
Manaus,85,2020-03-26T00:00:00Z,1.9,90.5,0,0.09
Manaus,86,2020-03-27T00:00:00Z,0.1,81.4,0,0.24
Manaus,87,2020-03-28T00:00:00Z,-0.1,79.5,0,0.06
Manaus,88,2020-03-29T00:00:00Z,-1.3,83.2,0,0.31
Manaus,89,2020-03-30T00:00:00Z,-1.5,84.2,0,0.63
Manaus,90,2020-03-31T00:00:00Z,-1.3,55.3,0,0.0
Manaus,91,2020-04-01T00:00:00Z,-0.7,74.7,0,0.01
Manaus,92,2020-04-02T00:00:00Z,-0.5,78.4,0,0.03
Manaus,93,2020-04-03T00:00:00Z,0.4,96.4,0,0.03
Manaus,94,2020-04-04T00:00:00Z,-0.0,83.6,0,0.1
Manaus,95,2020-04-05T00:00:00Z,0.3,85.5,0,0.0
Manaus,96,2020-04-06T00:00:00Z,0.5,96.4,0,0.08
Manaus,97,2020-04-07T00:00:00Z,0.6,95.8,0,0.02
Manaus,98,2020-04-08T00:00:00Z,0.5,93.7,0,0.04
Manaus,99,2020-04-09T00:00:00Z,0.1,96.3,0,0.07
Manaus,100,2020-04-10T00:00:00Z,-0.8,82.1,0,0.07
Manaus,101,2020-04-11T00:00:00Z,-0.7,75.0,0,0.0
Manaus,102,2020-04-12T00:00:00Z,-0.1,88.2,0,0.05
Manaus,103,2020-04-13T00:00:00Z,-0.2,68.4,0,0.01
Manaus,104,2020-04-14T00:00:00Z,0.4,86.1,0,0.27
Manaus,105,2020-04-15T00:00:00Z,-1.3,83.8,0,0.17
Manaus,106,2020-04-16T00:00:00Z,-1.9,73.7,0,0.0
Manaus,107,2020-04-17T00:00:00Z,-2.0,70.9,0,0.01
Manaus,108,2020-04-18T00:00:00Z,-1.6,80.5,0,0.05
Manaus,109,2020-04-19T00:00:00Z,-2.4,66.3,0,0.01
Manaus,110,2020-04-20T00:00:00Z,-0.6,86.6,0,0.44
Manaus,111,2020-04-21T00:00:00Z,-1.6,55.3,0,0.0
Manaus,112,2020-04-22T00:00:00Z,-1.1,66.1,0,0.0
Manaus,113,2020-04-23T00:00:00Z,-0.1,83.1,0,0.0
Manaus,114,2020-04-24T00:00:00Z,0.6,95.9,0,0.03
Manaus,115,2020-04-25T00:00:00Z,0.5,94.9,0,0.45
Manaus,116,2020-04-26T00:00:00Z,-1.1,80.4,0,0.01
Manaus,117,2020-04-27T00:00:00Z,0.4,89.2,0,0.04
Manaus,118,2020-04-28T00:00:00Z,-0.4,82.0,0,0.43
Manaus,119,2020-04-29T00:00:00Z,-0.5,81.5,0,0.03
Manaus,120,2020-04-30T00:00:00Z,-1.3,75.5,0,0.04
Manaus,121,2020-05-01T00:00:00Z,-1.2,82.2,0,0.14
Manaus,122,2020-05-02T00:00:00Z,-2.0,69.9,0,0.0
Manaus,123,2020-05-03T00:00:00Z,-0.7,85.6,0,0.0
Manaus,124,2020-05-04T00:00:00Z,-1.9,76.4,0,0.12
Manaus,125,2020-05-05T00:00:00Z,-1.9,69.3,0,0.07
Manaus,126,2020-05-06T00:00:00Z,-1.3,69.8,0,0.0
Manaus,127,2020-05-07T00:00:00Z,-0.8,70.2,0,0.09
Manaus,128,2020-05-08T00:00:00Z,-2.3,66.8,0,0.07
Manaus,129,2020-05-09T00:00:00Z,-2.5,74.3,0,0.07
Manaus,130,2020-05-10T00:00:00Z,-4.2,76.7,0,0.2
Manaus,131,2020-05-11T00:00:00Z,-2.6,72.0,0,0.03
Manaus,132,2020-05-12T00:00:00Z,-2.6,64.6,0,0.07
Manaus,133,2020-05-13T00:00:00Z,-1.9,78.3,0,0.01
Manaus,134,2020-05-14T00:00:00Z,-2.0,73.8,0,0.02
Manaus,135,2020-05-15T00:00:00Z,-2.9,61.0,0,0.01
Manaus,136,2020-05-16T00:00:00Z,-3.5,59.9,0,0.0
Manaus,137,2020-05-17T00:00:00Z,-3.8,69.9,0,0.14
Manaus,138,2020-05-18T00:00:00Z,-2.5,67.8,0,0.03
Manaus,139,2020-05-19T00:00:00Z,-3.1,56.2,0,0.04
Manaus,140,2020-05-20T00:00:00Z,-4.3,75.4,0,0.28
Manaus,141,2020-05-21T00:00:00Z,-4.0,75.4,0,0.23
Manaus,142,2020-05-22T00:00:00Z,-6.3,63.6,0,0.08
Manaus,143,2020-05-23T00:00:00Z,-5.1,75.8,0,0.02
Manaus,144,2020-05-24T00:00:00Z,-1.4,82.8,0,0.02
Manaus,145,2020-05-25T00:00:00Z,0.2,89.7,0,0.67
Manaus,146,2020-05-26T00:00:00Z,-4.9,77.1,0,0.14
Manaus,147,2020-05-27T00:00:00Z,-7.0,69.4,0,0.16
Manaus,148,2020-05-28T00:00:00Z,-4.6,72.1,0,0.07
Manaus,149,2020-05-29T00:00:00Z,-1.8,83.5,0,0.04
Manaus,150,2020-05-30T00:00:00Z,-2.9,84.5,0,0.0
Manaus,151,2020-05-31T00:00:00Z,-2.5,74.3,0,0.03
Salvador,0,2020-01-01T00:00:00Z,15.2,89.2,0,0.04
Salvador,1,2020-01-02T00:00:00Z,16.0,90.3,0,0.0
Salvador,2,2020-01-03T00:00:00Z,14.6,90.4,0,0.39
Salvador,3,2020-01-04T00:00:00Z,13.3,72.3,0,0.01
Salvador,4,2020-01-05T00:00:00Z,15.3,84.2,0,0.0
Salvador,5,2020-01-06T00:00:00Z,15.1,93.8,0,0.0
Salvador,6,2020-01-07T00:00:00Z,15.2,83.7,0,0.0
Salvador,7,2020-01-08T00:00:00Z,12.6,56.4,0,0.0
Salvador,8,2020-01-09T00:00:00Z,15.1,60.7,0,0.0
Salvador,9,2020-01-10T00:00:00Z,15.8,88.8,0,0.08
Salvador,10,2020-01-11T00:00:00Z,15.3,90.2,0,0.0
Salvador,11,2020-01-12T00:00:00Z,16.8,88.1,0,2.78
Salvador,12,2020-01-13T00:00:00Z,15.9,87.0,0,0.0
Salvador,13,2020-01-14T00:00:00Z,15.9,88.9,0,0.0
Salvador,14,2020-01-15T00:00:00Z,13.2,66.8,0,0.0
Salvador,15,2020-01-16T00:00:00Z,14.4,56.7,0,0.0
Salvador,16,2020-01-17T00:00:00Z,15.4,75.2,0,0.0
Salvador,17,2020-01-18T00:00:00Z,17.3,82.5,0,0.0
Salvador,18,2020-01-19T00:00:00Z,18.0,90.4,0,1.22
Salvador,19,2020-01-20T00:00:00Z,16.9,95.7,0,0.39
Salvador,20,2020-01-21T00:00:00Z,17.1,96.1,0,1.07
Salvador,21,2020-01-22T00:00:00Z,17.1,96.4,0,0.25
Salvador,22,2020-01-23T00:00:00Z,18.0,93.8,0,0.45
Salvador,23,2020-01-24T00:00:00Z,15.0,77.8,0,0.0
Salvador,24,2020-01-25T00:00:00Z,14.5,61.9,0,0.0
Salvador,25,2020-01-26T00:00:00Z,16.7,77.9,0,0.0
Salvador,26,2020-01-27T00:00:00Z,18.9,91.9,0,0.0
Salvador,27,2020-01-28T00:00:00Z,17.3,98.7,0,1.3
Salvador,28,2020-01-29T00:00:00Z,18.9,94.4,0,0.35
Salvador,29,2020-01-30T00:00:00Z,17.2,76.8,0,0.0
Salvador,30,2020-01-31T00:00:00Z,15.4,68.1,0,0.01
Salvador,31,2020-02-01T00:00:00Z,18.2,90.5,0,0.0
Salvador,32,2020-02-02T00:00:00Z,16.9,86.6,0,0.04
Salvador,33,2020-02-03T00:00:00Z,16.1,82.9,0,0.59
Salvador,34,2020-02-04T00:00:00Z,13.7,73.9,0,0.12
Salvador,35,2020-02-05T00:00:00Z,12.8,56.3,0,0.0
Salvador,36,2020-02-06T00:00:00Z,13.8,54.6,0,0.0
Salvador,37,2020-02-07T00:00:00Z,16.4,71.1,0,0.0
Salvador,38,2020-02-08T00:00:00Z,16.9,88.9,0,0.18
Salvador,39,2020-02-09T00:00:00Z,17.7,88.6,0,0.02
Salvador,40,2020-02-10T00:00:00Z,18.7,93.1,0,0.0
Salvador,41,2020-02-11T00:00:00Z,20.6,85.7,0,0.11
Salvador,42,2020-02-12T00:00:00Z,16.6,67.8,0,0.25
Salvador,43,2020-02-13T00:00:00Z,13.7,51.5,0,0.0
Salvador,44,2020-02-14T00:00:00Z,14.9,75.5,0,0.03
Salvador,45,2020-02-15T00:00:00Z,13.5,75.6,0,0.0
Salvador,46,2020-02-16T00:00:00Z,14.9,67.8,0,0.0
Salvador,47,2020-02-17T00:00:00Z,17.6,90.4,0,0.83
Salvador,48,2020-02-18T00:00:00Z,16.6,96.0,0,0.04
Salvador,49,2020-02-19T00:00:00Z,16.8,96.6,0,0.03
Salvador,50,2020-02-20T00:00:00Z,17.8,96.2,0,0.02
Salvador,51,2020-02-21T00:00:00Z,18.0,93.5,0,0.0
Salvador,52,2020-02-22T00:00:00Z,18.3,94.9,0,0.01
Salvador,53,2020-02-23T00:00:00Z,18.7,92.6,0,0.0
Salvador,54,2020-02-24T00:00:00Z,19.3,91.2,0,0.0
Salvador,55,2020-02-25T00:00:00Z,15.4,68.7,0,0.0
Salvador,56,2020-02-26T00:00:00Z,15.6,64.4,0,0.0
Salvador,57,2020-02-27T00:00:00Z,16.0,69.8,0,0.0
Salvador,58,2020-02-28T00:00:00Z,17.6,92.4,0,0.0
Salvador,59,2020-02-29T00:00:00Z,18.4,96.4,0,0.01
Salvador,60,2020-03-01T00:00:00Z,17.3,89.5,0,0.0
Salvador,61,2020-03-02T00:00:00Z,17.8,91.8,0,0.12
Salvador,62,2020-03-03T00:00:00Z,16.4,69.7,0,0.0
Salvador,63,2020-03-04T00:00:00Z,17.5,81.8,0,0.01
Salvador,64,2020-03-05T00:00:00Z,18.5,86.0,0,0.0
Salvador,65,2020-03-06T00:00:00Z,14.8,67.1,0,0.0
Salvador,66,2020-03-07T00:00:00Z,13.3,63.3,0,0.0
Salvador,67,2020-03-08T00:00:00Z,14.5,55.5,0,0.0
Salvador,68,2020-03-09T00:00:00Z,18.5,91.9,0,2.34
Salvador,69,2020-03-10T00:00:00Z,17.6,90.9,0,0.0
Salvador,70,2020-03-11T00:00:00Z,15.8,76.5,0,0.0
Salvador,71,2020-03-12T00:00:00Z,17.4,84.7,0,0.0
Salvador,72,2020-03-13T00:00:00Z,15.2,69.5,0,0.0
Salvador,73,2020-03-14T00:00:00Z,14.3,62.0,0,0.0
Salvador,74,2020-03-15T00:00:00Z,17.2,81.9,0,0.0
Salvador,75,2020-03-16T00:00:00Z,16.3,64.5,0,0.0
Salvador,76,2020-03-17T00:00:00Z,17.2,76.6,0,0.0
Salvador,77,2020-03-18T00:00:00Z,16.7,89.6,0,0.07
Salvador,78,2020-03-19T00:00:00Z,17.0,87.7,0,0.41
Salvador,79,2020-03-20T00:00:00Z,15.2,80.4,0,0.01
Salvador,80,2020-03-21T00:00:00Z,15.9,80.3,0,0.0
Salvador,81,2020-03-22T00:00:00Z,19.2,93.9,0,1.02
Salvador,82,2020-03-23T00:00:00Z,16.8,87.6,0,0.0
Salvador,83,2020-03-24T00:00:00Z,16.5,84.8,0,0.05
Salvador,84,2020-03-25T00:00:00Z,15.5,81.8,0,0.04
Salvador,85,2020-03-26T00:00:00Z,17.1,89.2,0,2.97
Salvador,86,2020-03-27T00:00:00Z,15.3,75.5,0,0.0
Salvador,87,2020-03-28T00:00:00Z,15.9,81.3,0,0.01
Salvador,88,2020-03-29T00:00:00Z,17.1,80.5,0,0.0
Salvador,89,2020-03-30T00:00:00Z,16.5,85.0,0,0.0
Salvador,90,2020-03-31T00:00:00Z,17.2,79.6,0,0.03
Salvador,91,2020-04-01T00:00:00Z,18.7,93.8,0,0.1
Salvador,92,2020-04-02T00:00:00Z,17.8,82.8,0,0.01
Salvador,93,2020-04-03T00:00:00Z,16.3,56.8,0,0.0
Salvador,94,2020-04-04T00:00:00Z,13.8,73.7,0,0.0
Salvador,95,2020-04-05T00:00:00Z,14.5,58.4,0,0.11
Salvador,96,2020-04-06T00:00:00Z,19.1,93.3,0,0.14
Salvador,97,2020-04-07T00:00:00Z,17.7,87.3,0,0.13
Salvador,98,2020-04-08T00:00:00Z,15.8,78.3,0,0.09
Salvador,99,2020-04-09T00:00:00Z,15.3,74.3,0,0.0
Salvador,100,2020-04-10T00:00:00Z,18.2,91.7,0,0.02
Salvador,101,2020-04-11T00:00:00Z,13.4,76.2,0,0.0
Salvador,102,2020-04-12T00:00:00Z,14.3,72.5,0,0.0
Salvador,103,2020-04-13T00:00:00Z,17.0,92.9,0,0.0
Salvador,104,2020-04-14T00:00:00Z,17.1,90.9,0,0.11
Salvador,105,2020-04-15T00:00:00Z,16.6,87.1,0,0.04
Salvador,106,2020-04-16T00:00:00Z,16.0,78.9,0,0.0
Salvador,107,2020-04-17T00:00:00Z,15.8,85.6,0,0.08
Salvador,108,2020-04-18T00:00:00Z,15.0,84.7,0,0.12
Salvador,109,2020-04-19T00:00:00Z,9.0,81.1,0,0.26
Salvador,110,2020-04-20T00:00:00Z,15.8,70.0,0,0.0
Salvador,111,2020-04-21T00:00:00Z,16.7,82.7,0,0.04
Salvador,112,2020-04-22T00:00:00Z,16.9,81.0,0,0.01
Salvador,113,2020-04-23T00:00:00Z,17.8,88.0,0,0.0
Salvador,114,2020-04-24T00:00:00Z,17.7,94.5,0,0.13
Salvador,115,2020-04-25T00:00:00Z,13.7,63.4,0,0.0
Salvador,116,2020-04-26T00:00:00Z,14.6,57.6,0,0.0
Salvador,117,2020-04-27T00:00:00Z,17.4,77.3,0,0.0
Salvador,118,2020-04-28T00:00:00Z,14.3,64.9,0,0.0
Salvador,119,2020-04-29T00:00:00Z,15.1,74.8,0,0.0
Salvador,120,2020-04-30T00:00:00Z,15.4,80.7,0,0.01
Salvador,121,2020-05-01T00:00:00Z,15.8,87.5,0,0.1
Salvador,122,2020-05-02T00:00:00Z,11.7,58.3,0,0.0
Salvador,123,2020-05-03T00:00:00Z,16.0,93.4,0,0.01
Salvador,124,2020-05-04T00:00:00Z,16.8,94.0,0,0.22
Salvador,125,2020-05-05T00:00:00Z,16.7,96.1,0,0.26
Salvador,126,2020-05-06T00:00:00Z,14.8,92.4,0,0.02
Salvador,127,2020-05-07T00:00:00Z,15.2,86.7,0,0.0
Salvador,128,2020-05-08T00:00:00Z,17.7,85.4,0,0.0
Salvador,129,2020-05-09T00:00:00Z,16.7,86.9,0,0.0
Salvador,130,2020-05-10T00:00:00Z,14.2,64.2,0,0.02
Salvador,131,2020-05-11T00:00:00Z,13.0,70.0,0,0.0
Salvador,132,2020-05-12T00:00:00Z,14.9,72.2,0,0.0
Salvador,133,2020-05-13T00:00:00Z,15.3,74.0,0,0.0
Salvador,134,2020-05-14T00:00:00Z,14.2,86.3,0,0.03
Salvador,135,2020-05-15T00:00:00Z,16.1,93.0,0,0.02
Salvador,136,2020-05-16T00:00:00Z,17.1,90.5,0,0.75
Salvador,137,2020-05-17T00:00:00Z,12.2,72.4,0,0.0
Salvador,138,2020-05-18T00:00:00Z,16.1,81.5,0,0.0
Salvador,139,2020-05-19T00:00:00Z,13.8,76.2,0,0.0
Salvador,140,2020-05-20T00:00:00Z,10.2,69.4,0,0.06
Salvador,141,2020-05-21T00:00:00Z,14.2,74.2,0,0.15
Salvador,142,2020-05-22T00:00:00Z,15.1,89.7,0,0.0
Salvador,143,2020-05-23T00:00:00Z,15.5,87.6,0,0.02
Salvador,144,2020-05-24T00:00:00Z,12.1,63.0,0,0.0
Salvador,145,2020-05-25T00:00:00Z,13.3,74.5,0,0.0
Salvador,146,2020-05-26T00:00:00Z,16.8,87.3,0,0.01
Salvador,147,2020-05-27T00:00:00Z,16.3,95.3,0,0.36
